30	
8625	17962
8443	17826
8608	18211
8887	18406
8640	17721
8625	18154
8568	18560
8398	18380
8444	18042
8415	18127
8660	17867
8673	18231
8829	17799
8608	18187
8580	17814
8633	18030
8625	18103
8620	17465
8652	18183
8776	17786
8611	17833
8587	17576
8583	18492
8602	17595
8651	18301
8792	18171
8818	17494
8611	17666
8618	18315
8425	18242
